Date,Product,Category,Region,Units_Sold,Unit_Price,Revenue,Customer_ID,Customer_Age,Customer_Gender,Return_Flag
2023-10-12,Camera,Electronics,North,9,460.86,4147.74,CUST-1997,69,Male,0
2023-11-29,Fan,Home,East,2,221.17,442.34,CUST-1108,33,Female,0
2023-09-12,Perfume,Beauty,North,14,424.3,5940.2,CUST-1896,,Male,0
2024-05-11,Air Purifier,Home,West,9,255.19,2296.71,CUST-1506,44,Other,0
2024-10-22,Jeans,Apparel,Central,15,26.06,390.9,CUST-1216,62,Other,0
2023-08-01,Lipstick,Beauty,West,15,43.08,646.2,CUST-1166,54,Male,0
2023-01-31,Water Bottle,Sports,South,6,111.28,667.68,CUST-1191,35,Female,0
2023-10-17,Dumbbell Set,Sports,South,15,135.95,2039.25,CUST-1810,58,Other,0
2023-11-11,Iron,Home,Central,15,448.08,6721.2,CUST-1720,67,Female,0
2023-02-17,Camera,Electronics,Central,10,330.76,3307.6,CUST-1183,72,Female,0
2024-12-14,Desk Lamp,Home,North,11,495.88,5454.68,CUST-1665,66,Male,0
2024-07-31,Laptop,Electronics,North,1,474.53,474.53,CUST-1789,54,Female,0
2024-05-09,Basketball,Sports,West,9,76.6,689.4,CUST-1195,56,Other,0
2024-12-18,Toaster,Home,Central,4,65.07,260.28,CUST-1205,68,Male,0
,Tablet,Electronics,West,8,444.61,3556.88,CUST-1423,39,Female,0
2023-07-22,Water Bottle,Sports,West,1,353.84,353.84,CUST-1210,35,Other,0
2024-04-26,Speaker,Electronics,East,5,374.92,1874.6,CUST-1365,68,Male,0
2024-02-11,T-Shirt,Apparel,East,13,,6452.29,CUST-1502,32,Female,0
2023-02-21,Shorts,Apparel,Central,7,127.89,895.23,CUST-1886,28,Female,1
2023-07-20,Sneakers,Apparel,West,10,417.51,4175.1,CUST-1511,53,Other,1
2023-09-07,Air Purifier,Home,North,14,383.75,5372.5,CUST-1212,55,Male,0
2024-12-14,Face Wash,Beauty,Central,12,364.67,4376.04,CUST-1906,44,Other,0
2023-11-25,Foundation,Beauty,West,6,,557.58,CUST-1407,38,Female,0
2023-11-27,Hoodie,Apparel,Central,10,69.64,696.4,CUST-1872,49,Female,1
2024-02-07,Serum,Beauty,South,4,293.76,1175.04,CUST-1049,21,Female,0
2023-09-04,Fitness Band,Sports,West,13,13.54,176.02,CUST-1301,32,Female,0
2023-08-19,Vacuum,Home,North,1,126.2,126.2,CUST-1486,57,Male,0
2023-03-31,Laptop,Electronics,South,13,129.69,1685.97,CUST-1072,54,Male,1
2023-01-31,Shorts,Apparel,East,9,36.62,329.58,CUST-1729,54,Other,0
2024-10-05,Fitness Band,Sports,,13,291.84,3793.92,CUST-1697,54,Other,0
2023-05-20,Camera,Electronics,West,6,467.45,2804.7,CUST-1519,35,Male,0
2024-03-14,Vacuum,Home,East,3,437.84,1313.52,CUST-1897,,Male,0
2024-01-12,Water Bottle,Sports,West,15,478.46,7176.9,CUST-1347,29,Female,0
2024-11-07,Jeans,Apparel,Central,7,96.52,675.64,CUST-1906,42,,0
2023-11-04,fan,home,north,9,209.28,1883.52,CUST-1426,53,Other,0
2024-08-26,Iron,Home,East,12,345.81,4149.72,CUST-1130,29,Other,0
2024-01-28,Iron,Home,South,11,442.9,4871.9,CUST-1538,33,,1
2024-07-26,Vacuum,Home,West,3,73.73,221.19,CUST-1308,35,Female,0
2024-09-15,Face Wash,Beauty,North,13,147.61,1918.93,CUST-1308,25,Male,0
2023-07-23,Face Wash,Beauty,,8,296.69,2373.52,CUST-1828,18,Male,0
2024-11-19,T-Shirt,Apparel,South,8,261.89,2095.12,CUST-1452,35,Male,1
2024-01-07,Smartwatch,Electronics,Central,15,489.03,7335.45,CUST-1367,21,Female,0
2023-09-14,Desk Lamp,Home,South,11,154.9,1703.9,CUST-1546,23,Other,0
2023-08-12,Serum,Beauty,East,1,310.83,310.83,CUST-1682,57,Female,0
2024-11-16,Running Shoes,Sports,North,13,258.29,3357.77,CUST-1740,64,Male,1
2024-05-16,Sneakers,Apparel,South,15,459.51,6892.65,CUST-1413,19,Male,0
2023-08-04,Coffee Maker,Home,East,13,282.14,3667.82,CUST-1895,44,Other,0
2024-12-17,T-Shirt,Apparel,West,5,9.01,45.05,CUST-1885,61,Other,1
2023-06-29,fACE wASH,bEAUTY,wEST,9,167.32,1505.88,CUST-1410,60,Male,0
2024-05-16,Face Wash,Beauty,East,1,346.69,346.69,CUST-1222,46,Female,1
2024-02-18,Yoga Mat,Sports,Central,9,5.08,45.72,CUST-1093,68,Other,1
2023-11-17,VACUUM,HOME,WEST,9,236.07,2124.63,CUST-1900,37,Female,0
2023-05-08,Dress,Apparel,West,6,204.19,1225.14,CUST-1302,,Male,0
2023-04-06,Hair Dryer,Beauty,West,1,149.46,149.46,CUST-1397,67,Male,0
2023-04-16,Sunscreen,Beauty,South,12,256.87,3082.44,CUST-1045,72,Male,0
2024-07-31,Vacuum,Home,Central,1,476.74,476.74,CUST-1472,63,Male,0
2024-03-23,tablet,electronics,west,15,178.04,2670.6,CUST-1027,44,Male,0
2024-12-07,Bike Helmet,Sports,West,1,364.77,364.77,CUST-1933,40,Other,1
2024-01-09,Smartwatch,Electronics,West,10,55.01,550.1,CUST-1309,38,Male,1
2024-07-30,Camera,Electronics,Central,15,175.22,2628.3,CUST-1420,34,Female,0
2024-10-31,Tennis Racket,Sports,,1,424.35,424.35,CUST-1441,26,Female,0
2023-10-17,Fitness Band,Sports,Central,11,182.83,2011.13,CUST-1267,41,Other,1
2024-04-28,Shorts,Apparel,South,3,465.92,1397.76,CUST-1878,20,Other,0
2023-07-15,Jeans,Apparel,West,1,463.68,463.68,CUST-1857,61,Other,0
2024-12-02,Fitness Band,Sports,South,13,71.75,932.75,CUST-1733,67,Female,0
2024-01-15,Sunscreen,Beauty,East,4,235.9,943.6,CUST-1273,46,Male,0
2024-12-14,Smartphone,Electronics,East,13,273.02,3549.26,CUST-1994,66,Other,0
2024-02-17,T-Shirt,Apparel,West,1,287.29,287.29,CUST-1199,41,Other,0
2024-04-14,Jeans,Apparel,Central,7,112.83,789.81,CUST-1439,70,Male,0
,Camera,Electronics,South,1,461.68,461.68,CUST-1971,68,Female,0
2024-10-16,Laptop,Electronics,East,4,115.49,461.96,CUST-1754,24,Other,0
2024-07-13,Running Shoes,Sports,Central,11,478.83,5267.13,CUST-1536,20,Male,1
2023-04-17,Iron,Home,,12,344.59,4135.08,CUST-1024,47,Other,0
2024-01-24,Sneakers,Apparel,West,6,172.06,1032.36,CUST-1900,42,Female,0
2023-08-08,Air Purifier,Home,South,5,327.54,1637.7,CUST-1525,19,Other,0
2023-07-04,Monitor,Electronics,East,11,493.39,5427.29,CUST-1320,58,Male,0
2023-04-29,Jacket,Apparel,Central,5,23.94,119.7,CUST-1610,45,Female,0
2023-02-10,Shorts,Apparel,North,7,132.01,924.07,CUST-1741,,Male,1
2024-06-23,Yoga Mat,Sports,East,15,309.0,4635.0,CUST-1825,26,Female,0
2024-11-08,Lipstick,Beauty,East,2,93.34,186.68,CUST-1550,43,Other,0
2024-04-22,Monitor,Electronics,East,15,105.55,1583.25,CUST-1320,44,Male,0
2024-05-01,lipstick,beauty,east,9,436.85,3931.65,CUST-1433,31,Other,0
,Dress,Apparel,South,14,330.52,4627.28,CUST-1571,29,Female,0
2023-03-06,Sunscreen,Beauty,Central,3,186.07,558.21,CUST-1201,47,Male,0
2024-04-14,Jacket,Apparel,North,12,171.87,2062.44,CUST-1302,54,Other,0
2023-06-10,Speaker,Electronics,West,12,298.94,3587.28,CUST-1298,20,Male,0
2024-06-16,Foundation,Beauty,East,7,39.64,277.48,CUST-1680,39,Other,0
2024-03-20,Water Bottle,Sports,West,8,194.74,1557.92,CUST-1038,52,Male,0
2024-12-03,Jeans,Apparel,East,13,463.71,6028.23,CUST-1390,43,Other,0
2023-07-28,Jacket,Apparel,East,14,360.59,5048.26,CUST-1751,40,Female,0
2024-02-05,Sunscreen,Beauty,East,12,221.56,2658.72,CUST-1976,72,Male,0
2023-08-17,Laptop,Electronics,East,8,338.38,2707.04,CUST-1557,45,Other,0
2023-09-06,Sneakers,Apparel,East,11,44.14,485.54,CUST-1460,72,Female,0
2023-04-27,Dumbbell Set,Sports,South,8,466.66,3733.28,CUST-1298,50,Other,0
2023-10-04,Foundation,Beauty,East,14,385.32,5394.48,CUST-1057,32,Male,0
2024-10-06,Foundation,Beauty,West,8,202.83,1622.64,CUST-1151,59,Other,0
2024-03-07,Jeans,Apparel,West,1,375.77,375.77,CUST-1053,40,Male,0
2023-05-27,Serum,Beauty,North,3,38.28,114.84,CUST-1797,59,Female,0
2024-01-12,Perfume,Beauty,North,12,215.13,2581.56,CUST-1440,56,Male,0
2023-08-07,Hoodie,Apparel,East,5,113.13,565.65,CUST-1770,57,Other,0
2023-05-16,Jeans,Apparel,South,6,146.07,876.42,CUST-1448,,Other,0
2024-07-29,Water Bottle,Sports,Central,5,439.35,2196.75,CUST-1432,69,Male,0
2023-04-22,Toaster,Home,South,11,308.28,3391.08,CUST-1576,59,Other,0
2024-12-10,Scarf,Apparel,South,4,143.11,572.44,CUST-1305,32,Female,0
2024-09-17,Scarf,Apparel,South,9,123.39,1110.51,CUST-1988,69,Female,1
2023-03-30,Dumbbell Set,Sports,West,10,306.37,3063.7,CUST-1316,60,Other,0
2024-12-22,Moisturizer,Beauty,South,14,429.0,6006.0,CUST-1151,23,Other,0
2023-11-17,Face Wash,Beauty,Central,7,,2493.4,CUST-1427,36,Male,0
2023-06-28,Laptop,Electronics,South,1,182.33,182.33,CUST-1807,33,Other,0
2024-12-21,Tablet,Electronics,North,7,222.29,1556.03,CUST-1552,31,Male,0
2024-03-15,Smartphone,Electronics,North,4,,964.08,CUST-1135,55,Male,0
2024-05-16,Jacket,Apparel,South,6,421.78,2530.68,CUST-1634,21,Female,1
2023-06-19,Dress,Apparel,West,2,237.01,474.02,CUST-1311,62,Female,1
2023-04-01,Scarf,Apparel,North,5,108.79,543.95,CUST-1709,22,Female,0
2023-05-15,Blender,Home,Central,9,88.65,797.85,CUST-1375,63,Other,0
2024-01-25,Scarf,Apparel,East,7,408.66,2860.62,CUST-1880,59,Other,0
2023-03-22,yOGA mAT,sPORTS,cENTRAL,10,450.73,4507.3,CUST-1819,54,Other,1
2024-06-02,T-Shirt,Apparel,West,14,247.65,3467.1,CUST-1443,41,Other,1
2024-12-05,Foundation,Beauty,West,6,198.61,1191.66,CUST-1790,61,Other,0
2024-09-12,Shorts,Apparel,West,10,458.38,4583.8,CUST-1780,33,Female,0
2024-06-17,Face Wash,Beauty,Central,2,8.64,17.28,CUST-1678,71,Female,0
2023-03-12,Desk Lamp,Home,South,12,49.74,596.88,CUST-1100,66,Other,0
2023-03-29,Coffee Maker,Home,Central,13,211.01,2743.13,CUST-1610,68,Other,0
2023-02-25,Camera,Electronics,South,10,435.08,4350.8,CUST-1881,46,Male,1
2023-10-24,Laptop,Electronics,East,10,303.38,3033.8,CUST-1950,39,Female,0
2024-03-24,Bike Helmet,Sports,North,5,27.12,135.6,CUST-1727,25,Male,0
2023-01-20,Bike Helmet,Sports,West,3,209.42,628.26,CUST-1208,44,Other,0
2023-06-08,Monitor,Electronics,East,6,313.51,1881.06,CUST-1407,59,Male,0
2023-08-31,Vacuum,Home,West,1,93.78,93.78,CUST-1946,39,Female,0
2023-02-22,Dress,Apparel,East,2,291.07,582.14,CUST-1217,,Other,0
2023-09-05,Scarf,Apparel,Central,8,92.9,743.2,CUST-1891,48,Other,0
2024-07-28,Smartphone,Electronics,East,8,123.97,991.76,CUST-1657,57,Other,0
2024-07-23,FOUNDATION,BEAUTY,NORTH,8,55.44,443.52,CUST-1812,26,Male,0
2024-06-10,Speaker,Electronics,North,7,143.16,1002.12,CUST-1270,26,Male,0
2024-02-15,Jeans,Apparel,South,15,471.74,7076.1,CUST-1897,63,Female,0
2024-08-25,Shorts,Apparel,South,10,73.92,739.2,CUST-1211,70,Male,0
2023-12-21,Smartphone,Electronics,West,4,420.14,1680.56,CUST-1348,56,Other,1
2023-12-06,Dumbbell Set,Sports,North,2,133.08,266.16,CUST-1522,65,Other,0
2024-07-18,Lipstick,Beauty,South,7,253.92,1777.44,CUST-1889,21,Male,0
2024-10-03,Fitness Band,Sports,North,6,471.09,2826.54,CUST-1687,42,Other,0
2023-07-22,dUMBBELL sET,sPORTS,cENTRAL,4,325.58,1302.32,CUST-1930,35,Male,0
2023-05-06,Dumbbell Set,Sports,South,11,321.55,3537.05,CUST-1994,19,Male,0
2024-04-25,Fitness Band,Sports,East,3,482.92,1448.76,CUST-1258,48,Male,0
2024-05-12,Basketball,Sports,West,15,34.02,510.3,CUST-1388,18,Female,0
2024-07-05,Fitness Band,Sports,West,14,366.86,5136.04,CUST-1274,38,Male,0
2023-12-16,Dress,Apparel,Central,9,190.08,1710.72,CUST-1108,20,Male,0
2023-05-14,fitness band,sports,north,15,208.59,3128.85,CUST-1047,22,Female,0
2024-12-07,Desk Lamp,Home,West,11,326.69,3593.59,CUST-1448,51,Female,0
2023-10-24,Toaster,Home,Central,10,387.41,3874.1,CUST-1838,38,Male,0
2023-10-09,Desk Lamp,Home,South,13,231.37,3007.81,CUST-1760,67,Female,0
,Laptop,Electronics,South,4,420.42,1681.68,CUST-1636,27,Male,0
2023-12-20,Vacuum,Home,Central,9,348.68,3138.12,CUST-1330,63,Male,0
2024-03-09,Dumbbell Set,Sports,West,10,242.22,2422.2,CUST-1410,52,Other,1
2023-07-11,Fitness Band,Sports,Central,9,258.66,2327.94,CUST-1105,19,Male,0
2024-08-29,Moisturizer,Beauty,North,11,217.16,2388.76,CUST-1887,,Male,0
2024-10-08,Tablet,Electronics,North,15,20.55,308.25,CUST-1338,22,Other,0
2023-03-19,Air Purifier,Home,West,14,403.27,5645.78,CUST-1374,23,Female,0
2024-08-21,Water Bottle,Sports,East,4,498.68,1994.72,CUST-1141,50,Female,0
2024-08-29,Lipstick,Beauty,South,11,314.12,3455.32,CUST-1923,56,Female,0
2024-08-31,Perfume,Beauty,East,11,58.51,643.61,CUST-1065,39,Female,0
2023-10-12,Scarf,Apparel,West,6,293.07,1758.42,CUST-1889,67,Other,0
2024-07-02,Air Purifier,Home,South,12,244.68,2936.16,CUST-1741,55,Other,0
2023-10-26,Speaker,Electronics,West,3,318.5,955.5,CUST-1247,34,Other,0
2024-01-22,Bike Helmet,Sports,South,12,123.21,1478.52,CUST-1392,32,Female,0
2024-04-08,Tablet,Electronics,Central,7,122.61,858.27,CUST-1803,68,Other,0
2023-05-24,Bike Helmet,Sports,South,1,134.09,134.09,CUST-1241,46,Female,1
2023-04-26,Fan,Home,Central,2,266.5,533.0,CUST-1012,41,Female,0
2024-09-12,Shorts,Apparel,Central,15,238.06,3570.9,CUST-1550,,Other,0
2024-03-29,Face Wash,Beauty,Central,8,449.12,3592.96,CUST-1761,48,Female,0
2024-08-21,Headphones,Electronics,North,3,227.54,682.62,CUST-1321,44,Male,0
2024-11-03,lipstick,beauty,east,2,293.46,586.92,CUST-1144,,Female,1
2023-08-22,Desk Lamp,Home,West,13,413.78,5379.14,CUST-1275,64,Female,0
2024-08-08,Yoga Mat,Sports,West,15,315.45,4731.75,CUST-1296,59,Female,0
2023-12-06,Laptop,Electronics,West,1,88.15,88.15,CUST-1587,45,Other,0
2024-03-31,Laptop,Electronics,East,14,64.69,905.66,CUST-1880,45,Other,0
2023-11-24,Sunscreen,Beauty,South,3,119.47,358.41,CUST-1710,27,Other,0
2023-01-30,Air Purifier,Home,South,14,33.53,469.42,CUST-1033,47,Male,1
2023-11-19,bike helmet,sports,east,8,139.62,1116.96,CUST-1076,30,Male,0
2023-06-04,T-Shirt,Apparel,West,2,151.24,302.48,CUST-1942,23,Male,0
2024-06-11,Foundation,Beauty,South,5,217.47,1087.35,CUST-1629,40,Male,0
2023-11-10,Hair Dryer,Beauty,West,9,267.81,2410.29,CUST-1435,65,Other,0
2023-09-14,Smartphone,Electronics,South,11,418.8,4606.8,CUST-1589,55,Male,1
2023-03-30,Scarf,Apparel,South,13,235.03,3055.39,CUST-1624,60,Female,0
2024-04-29,Water Bottle,Sports,South,8,482.59,3860.72,CUST-1129,50,Other,0
2023-03-10,sMARTPHONE,eLECTRONICS,nORTH,7,52.8,369.6,CUST-1756,41,Male,0
2023-05-16,Vacuum,Home,East,14,127.54,1785.56,CUST-1863,61,Female,0
2023-05-27,Foundation,Beauty,West,5,141.2,706.0,CUST-1570,55,Other,1
2023-10-11,Laptop,Electronics,East,13,69.76,906.88,CUST-1268,28,Other,0
2023-06-11,Monitor,Electronics,East,10,153.08,1530.8,CUST-1985,45,Other,0
2023-02-16,Camera,Electronics,South,11,434.89,4783.79,CUST-1502,24,Male,0
2023-11-03,Hair Dryer,Beauty,Central,14,257.31,3602.34,CUST-1501,63,Other,0
2024-01-20,Basketball,Sports,North,10,346.85,3468.5,CUST-1642,33,Male,0
2023-10-25,Hoodie,Apparel,West,12,62.37,748.44,CUST-1871,66,Male,0
2024-10-23,Bike Helmet,Sports,West,8,435.46,3483.68,CUST-1928,42,Female,0
2023-12-15,Jacket,Apparel,South,13,171.61,2230.93,CUST-1094,42,Male,0
2023-05-26,Dress,Apparel,East,8,393.21,3145.68,CUST-1533,48,Female,0
2024-05-04,Running Shoes,Sports,North,3,349.6,1048.8,CUST-1060,72,Male,0
2023-11-06,Moisturizer,Beauty,East,11,182.98,2012.78,CUST-1241,21,Other,0
2023-03-04,Water Bottle,Sports,Central,11,434.11,4775.21,CUST-1486,54,Male,0
2023-12-19,Iron,Home,Central,3,84.67,254.01,CUST-1226,57,Female,0
