Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,Country,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost
ORD-10080,2024-04-07,2024-04-08,CID-1080,Consumer,United Kingdom,Manchester,Technology,Accessories,Wireless Mouse,150,3,0.2,21.04,19.37
ORD-10081,2024-04-06,2024-04-08,CID-1081,Corporate,Canada,Toronto,Office Supplies,Paper,Copy Paper A4,15,1,0.2,3.57,12.86
ORD-10081,2024-04-06,2024-04-08,CID-1081,Corporate,Canada,Toronto,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0.1,4.02,10.81
ORD-10081,2024-04-06,2024-04-08,CID-1081,Corporate,Canada,Toronto,Office Supplies,Binders,3-Ring Binder,36,3,0,8.9,14.71
ORD-10082,2023-03-09,2023-03-15,CID-1082,Consumer,Canada,Vancouver,Furniture,Chairs,Gaming Chair,750,3,0,100.01,13.74
ORD-10082,2023-03-09,2023-03-15,CID-1082,Consumer,Canada,Vancouver,Technology,Accessories,Mechanical Keyboard,240,2,0.1,63.06,15.48
ORD-10082,2023-03-09,2023-03-15,CID-1082,Consumer,Canada,Vancouver,Technology,Accessories,Gaming Headset,270,3,0,34.4,10.65
ORD-10083,2023-12-03,2023-12-06,CID-1083,Home Office,Canada,Toronto,Office Supplies,Paper,Copy Paper A4,30,2,0,4.22,7.7
ORD-10083,2023-12-03,2023-12-06,CID-1083,Home Office,Canada,Toronto,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0,1.71,7.06
ORD-10083,2023-12-03,2023-12-06,CID-1083,Home Office,Canada,Toronto,Office Supplies,Binders,3-Ring Binder,12,1,0,2.59,18.15
ORD-10084,2024-09-24,2024-09-27,CID-1084,Home Office,United Kingdom,London,Technology,Laptops,Dell XPS 15,4500,3,0,1036.33,5.66
ORD-10084,2024-09-24,2024-09-27,CID-1084,Home Office,United Kingdom,London,Technology,Accessories,27in 4K Monitor,900,3,0,263.16,14.16
ORD-10084,2024-09-24,2024-09-27,CID-1084,Home Office,United Kingdom,London,Technology,Accessories,Wireless Mouse,100,2,0,18.35,9.64
ORD-10085,2024-04-25,2024-04-29,CID-1085,Corporate,Canada,Vancouver,Office Supplies,Paper,Copy Paper A4,30,2,0.2,7.0,17.25
ORD-10085,2024-04-25,2024-04-29,CID-1085,Corporate,Canada,Vancouver,Office Supplies,Art Supplies,Ballpoint Pens,8,1,0.1,0.45,12.21
ORD-10085,2024-04-25,2024-04-29,CID-1085,Corporate,Canada,Vancouver,Office Supplies,Binders,3-Ring Binder,12,1,0,1.46,16.45
ORD-10086,2023-10-07,2023-10-15,CID-1086,Home Office,United States,Los Angeles,Technology,Accessories,27in 4K Monitor,600,2,0,92.23,10.95
ORD-10086,2023-10-07,2023-10-15,CID-1086,Home Office,United States,Los Angeles,Technology,Accessories,Wireless Mouse,100,2,0,14.37,5.42
ORD-10087,2023-04-12,2023-04-18,CID-1087,Consumer,United States,New York,Furniture,Chairs,Gaming Chair,750,3,0,179.78,12.04
ORD-10087,2023-04-12,2023-04-18,CID-1087,Consumer,United States,New York,Technology,Accessories,Mechanical Keyboard,120,1,0,13.68,17.52
ORD-10087,2023-04-12,2023-04-18,CID-1087,Consumer,United States,New York,Technology,Accessories,Gaming Headset,270,3,0.2,16.8,9.32
ORD-10088,2023-11-05,2023-11-07,CID-1088,Consumer,United States,Los Angeles,Office Supplies,Paper,Copy Paper A4,15,1,0,3.89,12.5
ORD-10088,2023-11-05,2023-11-07,CID-1088,Consumer,United States,Los Angeles,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0,5.51,9.37
ORD-10088,2023-11-05,2023-11-07,CID-1088,Consumer,United States,Los Angeles,Office Supplies,Binders,3-Ring Binder,24,2,0,4.62,7.81
ORD-10089,2024-11-15,2024-11-17,CID-1089,Home Office,United Kingdom,London,Furniture,Tables,Standing Desk,1200,3,0,177.14,12.05
ORD-10090,2024-10-12,2024-10-19,CID-1090,Corporate,United Kingdom,London,Furniture,Chairs,Gaming Chair,250,1,0,60.72,16.03
ORD-10090,2024-10-12,2024-10-19,CID-1090,Corporate,United Kingdom,London,Technology,Accessories,Mechanical Keyboard,120,1,0.1,20.14,17.2
ORD-10090,2024-10-12,2024-10-19,CID-1090,Corporate,United Kingdom,London,Technology,Accessories,Gaming Headset,270,3,0.2,63.76,12.18
ORD-10091,2023-07-06,2023-07-09,CID-1091,Consumer,Canada,Vancouver,Technology,Laptops,Dell XPS 15,1500,1,0,193.35,9.65
ORD-10091,2023-07-06,2023-07-09,CID-1091,Consumer,Canada,Vancouver,Technology,Accessories,27in 4K Monitor,900,3,0.2,81.6,16.3
ORD-10091,2023-07-06,2023-07-09,CID-1091,Consumer,Canada,Vancouver,Technology,Accessories,Wireless Mouse,100,2,0,26.64,9.98
ORD-10092,2023-05-08,2023-05-14,CID-1092,Corporate,United Kingdom,Manchester,Furniture,Tables,Standing Desk,400,1,0.2,71.37,10.51
ORD-10093,2024-06-15,2024-06-20,CID-1093,Consumer,Canada,Vancouver,Technology,Laptops,Dell XPS 15,1500,1,0.1,175.91,6.2
ORD-10093,2024-06-15,2024-06-20,CID-1093,Consumer,Canada,Vancouver,Technology,Accessories,27in 4K Monitor,600,2,0.2,96.31,11.39
ORD-10093,2024-06-15,2024-06-20,CID-1093,Consumer,Canada,Vancouver,Technology,Accessories,Wireless Mouse,100,2,0.2,4.85,18.05
ORD-10094,2023-12-28,2024-01-07,CID-1094,Corporate,United Kingdom,London,Technology,Laptops,Dell XPS 15,3000,2,0,864.59,7.14
ORD-10094,2023-12-28,2024-01-07,CID-1094,Corporate,United Kingdom,London,Technology,Accessories,27in 4K Monitor,600,2,0,48.93,8.54
ORD-10094,2023-12-28,2024-01-07,CID-1094,Corporate,United Kingdom,London,Technology,Accessories,Wireless Mouse,100,2,0.2,22.99,5.49
ORD-10095,2023-06-07,2023-06-15,CID-1095,Corporate,United Kingdom,Manchester,Technology,Phones,iPhone 15,3000,3,0.1,403.67,14.74
ORD-10096,2023-09-13,2023-09-15,CID-1096,Consumer,Canada,Toronto,Office Supplies,Paper,Copy Paper A4,45,3,0,5.19,8.9
ORD-10096,2023-09-13,2023-09-15,CID-1096,Consumer,Canada,Toronto,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.1,4.83,19.98
ORD-10096,2023-09-13,2023-09-15,CID-1096,Consumer,Canada,Toronto,Office Supplies,Binders,3-Ring Binder,12,1,0,1.96,18.48
ORD-10097,2024-03-31,2024-04-02,CID-1097,Home Office,United Kingdom,Manchester,Technology,Phones,iPhone 15,2000,2,0.1,473.11,15.68
ORD-10098,2024-12-18,2024-12-21,CID-1098,Corporate,Canada,Toronto,Technology,Laptops,Dell XPS 15,1500,1,0,371.39,5.39
ORD-10098,2024-12-18,2024-12-21,CID-1098,Corporate,Canada,Toronto,Technology,Accessories,27in 4K Monitor,600,2,0.2,120.44,13.27
ORD-10098,2024-12-18,2024-12-21,CID-1098,Corporate,Canada,Toronto,Technology,Accessories,Wireless Mouse,50,1,0,6.37,19.99
ORD-10099,2024-05-05,2024-05-14,CID-1099,Corporate,United Kingdom,London,Technology,Laptops,Dell XPS 15,1500,1,0.2,199.75,12.76
ORD-10099,2024-05-05,2024-05-14,CID-1099,Corporate,United Kingdom,London,Technology,Accessories,27in 4K Monitor,900,3,0,217.75,6.94
ORD-10099,2024-05-05,2024-05-14,CID-1099,Corporate,United Kingdom,London,Technology,Accessories,Wireless Mouse,50,1,0,8.98,9.56
ORD-10100,2023-06-15,2023-06-21,CID-1100,Home Office,United States,Los Angeles,Furniture,Tables,Standing Desk,800,2,0,90.12,14.53
ORD-10101,2024-07-18,2024-07-23,CID-1101,Consumer,Canada,Vancouver,Office Supplies,Paper,Copy Paper A4,45,3,0,8.91,13.71
ORD-10101,2024-07-18,2024-07-23,CID-1101,Consumer,Canada,Vancouver,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.1,5.63,13.45
ORD-10101,2024-07-18,2024-07-23,CID-1101,Consumer,Canada,Vancouver,Office Supplies,Binders,3-Ring Binder,12,1,0,0.74,14.62
ORD-10102,2024-08-13,2024-08-18,CID-1102,Home Office,United States,Los Angeles,Office Supplies,Paper,Copy Paper A4,45,3,0.1,8.52,9.53
ORD-10102,2024-08-13,2024-08-18,CID-1102,Home Office,United States,Los Angeles,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.2,2.39,6.09
ORD-10102,2024-08-13,2024-08-18,CID-1102,Home Office,United States,Los Angeles,Office Supplies,Binders,3-Ring Binder,24,2,0.2,3.28,8.06
ORD-10103,2024-09-13,2024-09-16,CID-1103,Corporate,Canada,Vancouver,Technology,Phones,iPhone 15,2000,2,0,480.33,12.72
ORD-10104,2023-04-19,2023-04-25,CID-1104,Consumer,United Kingdom,London,Furniture,Chairs,Gaming Chair,250,1,0,30.64,10.76
ORD-10104,2023-04-19,2023-04-25,CID-1104,Consumer,United Kingdom,London,Technology,Accessories,Mechanical Keyboard,120,1,0,30.4,19.01
ORD-10104,2023-04-19,2023-04-25,CID-1104,Consumer,United Kingdom,London,Technology,Accessories,Gaming Headset,90,1,0,15.71,12.72
ORD-10105,2024-05-25,2024-05-30,CID-1105,Corporate,United States,New York,Furniture,Tables,Standing Desk,400,1,0,78.33,5.73
ORD-10106,2023-10-16,2023-10-24,CID-1106,Home Office,Canada,Vancouver,Furniture,Chairs,Gaming Chair,250,1,0.2,16.7,8.97
ORD-10106,2023-10-16,2023-10-24,CID-1106,Home Office,Canada,Vancouver,Technology,Accessories,Mechanical Keyboard,240,2,0.1,13.24,5.77
ORD-10106,2023-10-16,2023-10-24,CID-1106,Home Office,Canada,Vancouver,Technology,Accessories,Gaming Headset,180,2,0.1,11.08,12.56
ORD-10107,2024-07-17,2024-07-22,CID-1107,Home Office,Canada,Toronto,Technology,Laptops,Dell XPS 15,3000,2,0.1,511.54,10.48
ORD-10107,2024-07-17,2024-07-22,CID-1107,Home Office,Canada,Toronto,Technology,Accessories,27in 4K Monitor,900,3,0.2,126.01,5.68
ORD-10107,2024-07-17,2024-07-22,CID-1107,Home Office,Canada,Toronto,Technology,Accessories,Wireless Mouse,100,2,0.2,14.39,7.23
ORD-10108,2024-06-11,2024-06-14,CID-1108,Corporate,Canada,Vancouver,Technology,Accessories,27in 4K Monitor,600,2,0.1,95.49,12.65
ORD-10108,2024-06-11,2024-06-14,CID-1108,Corporate,Canada,Vancouver,Technology,Accessories,Wireless Mouse,150,3,0.1,22.78,5.25
ORD-10109,2023-12-06,2023-12-08,CID-1109,Corporate,Canada,Vancouver,Technology,Phones,iPhone 15,3000,3,0,597.68,8.98
ORD-10110,2024-11-02,2024-11-12,CID-1110,Home Office,United States,New York,Office Supplies,Paper,Copy Paper A4,45,3,0.2,3.13,15.21
ORD-10110,2024-11-02,2024-11-12,CID-1110,Home Office,United States,New York,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0,2.34,11.62
ORD-10110,2024-11-02,2024-11-12,CID-1110,Home Office,United States,New York,Office Supplies,Binders,3-Ring Binder,24,2,0,3.66,16.62
ORD-10111,2024-04-27,2024-04-28,CID-1111,Home Office,United States,New York,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0.1,4.16,11.89
ORD-10111,2024-04-27,2024-04-28,CID-1111,Home Office,United States,New York,Office Supplies,Binders,3-Ring Binder,36,3,0.1,7.09,18.01
ORD-10112,2024-11-28,2024-12-03,CID-1112,Home Office,United Kingdom,London,Furniture,Tables,Standing Desk,800,2,0,228.3,19.73
ORD-10113,2023-10-23,2023-10-27,CID-1113,Home Office,Canada,Vancouver,Furniture,Chairs,Gaming Chair,750,3,0.1,82.31,13.6
ORD-10113,2023-10-23,2023-10-27,CID-1113,Home Office,Canada,Vancouver,Technology,Accessories,Mechanical Keyboard,240,2,0.1,62.35,17.07
ORD-10113,2023-10-23,2023-10-27,CID-1113,Home Office,Canada,Vancouver,Technology,Accessories,Gaming Headset,180,2,0,24.59,11.64
ORD-10114,2023-09-20,2023-09-28,CID-1114,Consumer,United States,Los Angeles,Furniture,Tables,Standing Desk,400,1,0,81.57,13.8
ORD-10115,2023-09-06,2023-09-07,CID-1115,Home Office,Canada,Toronto,Office Supplies,Paper,Copy Paper A4,30,2,0.1,6.19,6.51
ORD-10115,2023-09-06,2023-09-07,CID-1115,Home Office,Canada,Toronto,Office Supplies,Art Supplies,Ballpoint Pens,8,1,0,1.21,19.03
ORD-10115,2023-09-06,2023-09-07,CID-1115,Home Office,Canada,Toronto,Office Supplies,Binders,3-Ring Binder,24,2,0,5.74,9.31
ORD-10116,2023-10-20,2023-10-21,CID-1116,Consumer,Canada,Toronto,Office Supplies,Paper,Copy Paper A4,15,1,0,2.32,17.56
ORD-10116,2023-10-20,2023-10-21,CID-1116,Consumer,Canada,Toronto,Office Supplies,Binders,3-Ring Binder,24,2,0.2,1.85,16.24
ORD-10117,2023-10-24,2023-10-25,CID-1117,Consumer,United Kingdom,London,Furniture,Tables,Standing Desk,800,2,0.2,174.28,7.01
ORD-10118,2024-05-31,2024-06-08,CID-1118,Corporate,United States,New York,Furniture,Chairs,Gaming Chair,750,3,0.1,155.01,5.21
ORD-10118,2024-05-31,2024-06-08,CID-1118,Corporate,United States,New York,Technology,Accessories,Mechanical Keyboard,240,2,0,22.53,17.84
ORD-10118,2024-05-31,2024-06-08,CID-1118,Corporate,United States,New York,Technology,Accessories,Gaming Headset,180,2,0.1,11.61,15.04
ORD-10119,2023-07-09,2023-07-12,CID-1119,Corporate,United Kingdom,London,Technology,Laptops,Dell XPS 15,3000,2,0.1,778.97,9.53
ORD-10119,2023-07-09,2023-07-12,CID-1119,Corporate,United Kingdom,London,Technology,Accessories,27in 4K Monitor,300,1,0.1,57.62,15.39
ORD-10119,2023-07-09,2023-07-12,CID-1119,Corporate,United Kingdom,London,Technology,Accessories,Wireless Mouse,50,1,0.2,5.07,11.08
ORD-10120,2024-05-29,2024-06-03,CID-1120,Home Office,United States,Los Angeles,Furniture,Chairs,Gaming Chair,250,1,0.2,17.66,16.22
ORD-10120,2024-05-29,2024-06-03,CID-1120,Home Office,United States,Los Angeles,Technology,Accessories,Mechanical Keyboard,240,2,0.2,45.95,17.03
ORD-10120,2024-05-29,2024-06-03,CID-1120,Home Office,United States,Los Angeles,Technology,Accessories,Gaming Headset,90,1,0,16.32,12.92
ORD-10122,2023-07-27,2023-08-06,CID-1122,Home Office,United States,New York,Furniture,Chairs,Gaming Chair,250,1,0,57.31,12.33
ORD-10122,2023-07-27,2023-08-06,CID-1122,Home Office,United States,New York,Technology,Accessories,Mechanical Keyboard,240,2,0,39.21,12.7
ORD-10122,2023-07-27,2023-08-06,CID-1122,Home Office,United States,New York,Technology,Accessories,Gaming Headset,90,1,0.2,15.71,9.62
ORD-10123,2023-01-23,2023-01-30,CID-1123,Corporate,United States,New York,Office Supplies,Paper,Copy Paper A4,30,2,0,5.56,5.9
ORD-10123,2023-01-23,2023-01-30,CID-1123,Corporate,United States,New York,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0,1.95,7.7
ORD-10123,2023-01-23,2023-01-30,CID-1123,Corporate,United States,New York,Office Supplies,Binders,3-Ring Binder,36,3,0.2,4.14,18.37
ORD-10124,2024-04-04,2024-04-11,CID-1124,Corporate,United States,New York,Office Supplies,Paper,Copy Paper A4,15,1,0.2,2.19,15.92
ORD-10124,2024-04-04,2024-04-11,CID-1124,Corporate,United States,New York,Office Supplies,Art Supplies,Ballpoint Pens,8,1,0,2.36,11.95
ORD-10124,2024-04-04,2024-04-11,CID-1124,Corporate,United States,New York,Office Supplies,Binders,3-Ring Binder,24,2,0.2,4.91,8.71
ORD-10125,2023-12-21,2023-12-24,CID-1125,Corporate,United States,New York,Technology,Laptops,Dell XPS 15,4500,3,0,495.75,6.01
ORD-10125,2023-12-21,2023-12-24,CID-1125,Corporate,United States,New York,Technology,Accessories,27in 4K Monitor,600,2,0,66.71,5.66
ORD-10125,2023-12-21,2023-12-24,CID-1125,Corporate,United States,New York,Technology,Accessories,Wireless Mouse,150,3,0,35.79,16.64
ORD-10126,2023-05-24,2023-06-02,CID-1126,Corporate,United States,Los Angeles,Office Supplies,Paper,Copy Paper A4,30,2,0,3.76,7.15
ORD-10126,2023-05-24,2023-06-02,CID-1126,Corporate,United States,Los Angeles,Office Supplies,Art Supplies,Ballpoint Pens,8,1,0.2,0.8,5.91
ORD-10128,2024-11-18,2024-11-25,CID-1128,Home Office,United Kingdom,Manchester,Furniture,Chairs,Gaming Chair,250,1,0.2,22.05,8.38
ORD-10128,2024-11-18,2024-11-25,CID-1128,Home Office,United Kingdom,Manchester,Technology,Accessories,Mechanical Keyboard,120,1,0.2,26.75,13.44
ORD-10129,2024-07-24,2024-08-02,CID-1129,Consumer,United Kingdom,London,Furniture,Chairs,Gaming Chair,250,1,0.2,52.36,6.39
ORD-10129,2024-07-24,2024-08-02,CID-1129,Consumer,United Kingdom,London,Technology,Accessories,Mechanical Keyboard,120,1,0,14.05,15.11
ORD-10129,2024-07-24,2024-08-02,CID-1129,Consumer,United Kingdom,London,Technology,Accessories,Gaming Headset,90,1,0,22.6,13.81
ORD-10130,2024-11-18,2024-11-27,CID-1130,Consumer,United Kingdom,London,Furniture,Tables,Standing Desk,400,1,0,113.72,19.43
ORD-10131,2023-05-01,2023-05-09,CID-1131,Consumer,Canada,Toronto,Furniture,Chairs,Gaming Chair,500,2,0.1,65.32,13.0
ORD-10131,2023-05-01,2023-05-09,CID-1131,Consumer,Canada,Toronto,Technology,Accessories,Mechanical Keyboard,240,2,0.1,38.49,12.46
ORD-10131,2023-05-01,2023-05-09,CID-1131,Consumer,Canada,Toronto,Technology,Accessories,Gaming Headset,270,3,0.2,51.93,9.8
ORD-10132,2023-07-28,2023-08-03,CID-1132,Corporate,United Kingdom,London,Office Supplies,Paper,Copy Paper A4,15,1,0,1.73,19.02
ORD-10132,2023-07-28,2023-08-03,CID-1132,Corporate,United Kingdom,London,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0.1,1.27,9.95
ORD-10132,2023-07-28,2023-08-03,CID-1132,Corporate,United Kingdom,London,Office Supplies,Binders,3-Ring Binder,12,1,0.2,1.8,19.15
ORD-10133,2023-12-12,2023-12-17,CID-1133,Corporate,Canada,Vancouver,Office Supplies,Paper,Copy Paper A4,30,2,0,2.55,13.2
ORD-10133,2023-12-12,2023-12-17,CID-1133,Corporate,Canada,Vancouver,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0,4.34,17.59
ORD-10133,2023-12-12,2023-12-17,CID-1133,Corporate,Canada,Vancouver,Office Supplies,Binders,3-Ring Binder,36,3,0,8.68,11.19
ORD-10134,2024-10-07,2024-10-11,CID-1134,Consumer,Canada,Toronto,Technology,Laptops,Dell XPS 15,3000,2,0,613.38,15.0
ORD-10134,2024-10-07,2024-10-11,CID-1134,Consumer,Canada,Toronto,Technology,Accessories,27in 4K Monitor,600,2,0.2,25.89,12.98
ORD-10134,2024-10-07,2024-10-11,CID-1134,Consumer,Canada,Toronto,Technology,Accessories,Wireless Mouse,50,1,0.1,8.28,9.3
ORD-10135,2024-05-29,2024-06-05,CID-1135,Consumer,United States,New York,Office Supplies,Paper,Copy Paper A4,45,3,0.1,10.28,9.01
ORD-10135,2024-05-29,2024-06-05,CID-1135,Consumer,United States,New York,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0.2,2.11,8.65
ORD-10135,2024-05-29,2024-06-05,CID-1135,Consumer,United States,New York,Office Supplies,Binders,3-Ring Binder,24,2,0,5.12,17.87
ORD-10136,2023-02-02,2023-02-04,CID-1136,Corporate,United Kingdom,Manchester,Office Supplies,Paper,Copy Paper A4,15,1,0,1.06,17.68
ORD-10136,2023-02-02,2023-02-04,CID-1136,Corporate,United Kingdom,Manchester,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0,4.38,18.79
ORD-10136,2023-02-02,2023-02-04,CID-1136,Corporate,United Kingdom,Manchester,Office Supplies,Binders,3-Ring Binder,36,3,0.2,3.39,18.86
ORD-10137,2024-12-01,2024-12-06,CID-1137,Home Office,Canada,Toronto,Technology,Laptops,Dell XPS 15,1500,1,0,295.14,16.28
ORD-10137,2024-12-01,2024-12-06,CID-1137,Home Office,Canada,Toronto,Technology,Accessories,27in 4K Monitor,600,2,0,74.89,13.46
ORD-10137,2024-12-01,2024-12-06,CID-1137,Home Office,Canada,Toronto,Technology,Accessories,Wireless Mouse,100,2,0.1,13.14,16.1
ORD-10138,2024-12-06,2024-12-08,CID-1138,Home Office,Canada,Vancouver,Technology,Laptops,Dell XPS 15,1500,1,0.1,271.74,14.21
ORD-10138,2024-12-06,2024-12-08,CID-1138,Home Office,Canada,Vancouver,Technology,Accessories,27in 4K Monitor,600,2,0,125.12,16.75
ORD-10138,2024-12-06,2024-12-08,CID-1138,Home Office,Canada,Vancouver,Technology,Accessories,Wireless Mouse,50,1,0.1,8.47,10.63
ORD-10139,2023-07-10,2023-07-20,CID-1139,Home Office,United Kingdom,London,Technology,Phones,iPhone 15,1000,1,0,70.51,7.31
ORD-10140,2024-12-29,2025-01-01,CID-1140,Home Office,United Kingdom,Manchester,Furniture,Chairs,Gaming Chair,500,2,0.2,55.99,9.05
ORD-10140,2024-12-29,2025-01-01,CID-1140,Home Office,United Kingdom,Manchester,Technology,Accessories,Mechanical Keyboard,120,1,0.2,15.57,13.32
ORD-10140,2024-12-29,2025-01-01,CID-1140,Home Office,United Kingdom,Manchester,Technology,Accessories,Gaming Headset,90,1,0,12.46,6.4
ORD-10141,2024-09-04,2024-09-10,CID-1141,Corporate,United States,Los Angeles,Furniture,Chairs,Gaming Chair,750,3,0,144.74,7.54
ORD-10141,2024-09-04,2024-09-10,CID-1141,Corporate,United States,Los Angeles,Technology,Accessories,Mechanical Keyboard,120,1,0.1,13.53,12.4
ORD-10141,2024-09-04,2024-09-10,CID-1141,Corporate,United States,Los Angeles,Technology,Accessories,Gaming Headset,180,2,0.1,25.15,12.26
ORD-10142,2023-03-20,2023-03-26,CID-1142,Corporate,United States,Los Angeles,Office Supplies,Paper,Copy Paper A4,15,1,0,1.89,19.23
ORD-10142,2023-03-20,2023-03-26,CID-1142,Corporate,United States,Los Angeles,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.2,4.82,9.94
ORD-10142,2023-03-20,2023-03-26,CID-1142,Corporate,United States,Los Angeles,Office Supplies,Binders,3-Ring Binder,36,3,0,4.5,14.05
ORD-10144,2023-10-26,2023-11-03,CID-1144,Home Office,United States,Los Angeles,Furniture,Chairs,Gaming Chair,500,2,0.1,35.31,13.46
ORD-10144,2023-10-26,2023-11-03,CID-1144,Home Office,United States,Los Angeles,Technology,Accessories,Mechanical Keyboard,360,3,0,79.35,13.25
ORD-10145,2024-04-17,2024-04-21,CID-1145,Corporate,United Kingdom,London,Technology,Phones,iPhone 15,2000,2,0.2,135.67,9.54
ORD-10146,2023-09-16,2023-09-19,CID-1146,Home Office,United Kingdom,Manchester,Technology,Accessories,27in 4K Monitor,600,2,0.2,89.24,16.86
ORD-10146,2023-09-16,2023-09-19,CID-1146,Home Office,United Kingdom,Manchester,Technology,Accessories,Wireless Mouse,150,3,0,11.6,8.72
ORD-10147,2024-11-11,2024-11-17,CID-1147,Consumer,Canada,Toronto,Office Supplies,Paper,Copy Paper A4,45,3,0.2,10.5,9.97
ORD-10147,2024-11-11,2024-11-17,CID-1147,Consumer,Canada,Toronto,Office Supplies,Art Supplies,Ballpoint Pens,8,1,0,0.6,8.33
ORD-10147,2024-11-11,2024-11-17,CID-1147,Consumer,Canada,Toronto,Office Supplies,Binders,3-Ring Binder,36,3,0,5.81,10.87
ORD-10148,2024-11-26,2024-12-06,CID-1148,Home Office,Canada,Toronto,Furniture,Chairs,Gaming Chair,250,1,0.1,34.65,19.43
ORD-10148,2024-11-26,2024-12-06,CID-1148,Home Office,Canada,Toronto,Technology,Accessories,Mechanical Keyboard,360,3,0,49.35,10.15
ORD-10148,2024-11-26,2024-12-06,CID-1148,Home Office,Canada,Toronto,Technology,Accessories,Gaming Headset,270,3,0.2,29.61,6.46
ORD-10149,2024-12-14,2024-12-22,CID-1149,Corporate,United States,Los Angeles,Technology,Laptops,Dell XPS 15,1500,1,0.1,286.19,15.16
ORD-10149,2024-12-14,2024-12-22,CID-1149,Corporate,United States,Los Angeles,Technology,Accessories,27in 4K Monitor,900,3,0,161.1,13.28
ORD-10149,2024-12-14,2024-12-22,CID-1149,Corporate,United States,Los Angeles,Technology,Accessories,Wireless Mouse,100,2,0.2,8.64,11.08
ORD-10150,2023-07-08,2023-07-11,CID-1150,Home Office,Canada,Vancouver,Furniture,Chairs,Gaming Chair,250,1,0.2,39.61,10.83
ORD-10150,2023-07-08,2023-07-11,CID-1150,Home Office,Canada,Vancouver,Technology,Accessories,Mechanical Keyboard,120,1,0.1,25.71,17.13
ORD-10150,2023-07-08,2023-07-11,CID-1150,Home Office,Canada,Vancouver,Technology,Accessories,Gaming Headset,90,1,0,12.73,7.96
ORD-10151,2023-04-27,2023-05-02,CID-1151,Home Office,United Kingdom,Manchester,Office Supplies,Paper,Copy Paper A4,45,3,0,6.16,17.68
ORD-10151,2023-04-27,2023-05-02,CID-1151,Home Office,United Kingdom,Manchester,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0.1,6.04,13.85
ORD-10151,2023-04-27,2023-05-02,CID-1151,Home Office,United Kingdom,Manchester,Office Supplies,Binders,3-Ring Binder,24,2,0,2.63,6.75
ORD-10152,2024-01-18,2024-01-21,CID-1152,Home Office,United Kingdom,Manchester,Office Supplies,Paper,Copy Paper A4,30,2,0,5.15,13.06
ORD-10153,2023-06-27,2023-07-06,CID-1153,Consumer,United Kingdom,Manchester,Technology,Laptops,Dell XPS 15,3000,2,0,799.14,19.28
ORD-10153,2023-06-27,2023-07-06,CID-1153,Consumer,United Kingdom,Manchester,Technology,Accessories,27in 4K Monitor,300,1,0.2,69.83,12.58
ORD-10153,2023-06-27,2023-07-06,CID-1153,Consumer,United Kingdom,Manchester,Technology,Accessories,Wireless Mouse,150,3,0.2,18.47,17.6
ORD-10154,2024-05-15,2024-05-18,CID-1154,Consumer,Canada,Toronto,Technology,Phones,iPhone 15,1000,1,0.1,95.59,9.33
ORD-10155,2024-04-13,2024-04-23,CID-1155,Home Office,United Kingdom,London,Office Supplies,Paper,Copy Paper A4,45,3,0.1,7.51,16.35
ORD-10155,2024-04-13,2024-04-23,CID-1155,Home Office,United Kingdom,London,Office Supplies,Art Supplies,Ballpoint Pens,16,2,0,4.76,6.54
ORD-10155,2024-04-13,2024-04-23,CID-1155,Home Office,United Kingdom,London,Office Supplies,Binders,3-Ring Binder,12,1,0.1,2.9,5.48
ORD-10156,2023-09-27,2023-10-03,CID-1156,Consumer,United Kingdom,London,Technology,Phones,iPhone 15,3000,3,0.1,716.21,14.15
ORD-10157,2024-03-14,2024-03-17,CID-1157,Home Office,United States,New York,Technology,Phones,iPhone 15,3000,3,0.1,494.29,13.95
ORD-10158,2023-06-22,2023-06-28,CID-1158,Home Office,United Kingdom,Manchester,Office Supplies,Art Supplies,Ballpoint Pens,24,3,0,2.01,16.25
ORD-10158,2023-06-22,2023-06-28,CID-1158,Home Office,United Kingdom,Manchester,Office Supplies,Binders,3-Ring Binder,12,1,0.1,2.88,6.9
ORD-10159,2023-05-16,2023-05-20,CID-1159,Consumer,Canada,Vancouver,Technology,Phones,iPhone 15,3000,3,0.2,413.68,13.66
ORD-10160,2023-10-03,2023-10-10,CID-1160,Corporate,United Kingdom,London,Office Supplies,Paper,Copy Paper A4,15,1,0.2,2.15,9.17
ORD-10160,2023-10-03,2023-10-10,CID-1160,Corporate,United Kingdom,London,Office Supplies,Binders,3-Ring Binder,24,2,0.1,4.22,18.03
